Date,Region,Product,Product Category,Temperature,DayOfWeek,Sales,source_file,Product Category Mapped,is_anomaly
2025-02-02,South,Pepsi,AA,26.8,Sunday,1506,sales_2025-02-02.csv,Carbonated Drink,0
2025-02-02,South,Golden Milk,AB,26.8,Sunday,760,sales_2025-02-02.csv,Plant-Based Drink,0
2025-02-02,South,Almond Drink,AB,26.8,Sunday,785,sales_2025-02-02.csv,Plant-Based Drink,0
2025-02-02,South,Oat Latte,AB,26.8,Sunday,751,sales_2025-02-02.csv,Plant-Based Drink,0
2025-02-02,South,Strawberry Shake,AC,26.8,Sunday,1056,sales_2025-02-02.csv,Milkshake,0
2025-02-02,South,Chocolate Shake,AC,26.8,Sunday,922,sales_2025-02-02.csv,Milkshake,0
2025-02-02,South,Vanilla Shake,AC,26.8,Sunday,991,sales_2025-02-02.csv,Milkshake,0
2025-02-02,South,Orange Juice,AD,26.8,Sunday,1313,sales_2025-02-02.csv,Fruit Juice,0
2025-02-02,South,Apple Juice,AD,26.8,Sunday,1415,sales_2025-02-02.csv,Fruit Juice,0
2025-02-02,South,Mango Juice,AD,26.8,Sunday,1484,sales_2025-02-02.csv,Fruit Juice,0
2025-02-02,South,Pepsi Max,AE,26.8,Sunday,1051,sales_2025-02-02.csv,Diet Drink,0
2025-02-02,South,Cola Zero,AE,26.8,Sunday,1146,sales_2025-02-02.csv,Diet Drink,0
2025-02-02,South,Sprite Zero,AE,26.8,Sunday,998,sales_2025-02-02.csv,Diet Drink,0
2025-02-02,South,Kombucha,AF,26.8,Sunday,1050,sales_2025-02-02.csv,Functional Beverage,0
2025-02-02,South,Coconut Water,AF,26.8,Sunday,1172,sales_2025-02-02.csv,Functional Beverage,0
2025-02-02,South,Isotonic Drink,AF,26.8,Sunday,1118,sales_2025-02-02.csv,Functional Beverage,0
2025-02-02,East,Coca-Cola,AA,18.9,Sunday,3068,sales_2025-02-02.csv,Carbonated Drink,1
2025-02-02,East,Fanta,AA,18.9,Sunday,1464,sales_2025-02-02.csv,Carbonated Drink,0
2025-02-02,East,Sprite,AA,18.9,Sunday,1596,sales_2025-02-02.csv,Carbonated Drink,0
2025-02-02,East,Pepsi,AA,18.9,Sunday,1412,sales_2025-02-02.csv,Carbonated Drink,0
2025-02-02,East,Golden Milk,AB,18.9,Sunday,895,sales_2025-02-02.csv,Plant-Based Drink,0
2025-02-02,East,Almond Drink,AB,18.9,Sunday,906,sales_2025-02-02.csv,Plant-Based Drink,0
2025-02-02,East,Oat Latte,AB,18.9,Sunday,763,sales_2025-02-02.csv,Plant-Based Drink,0
2025-02-02,East,Strawberry Shake,AC,18.9,Sunday,1035,sales_2025-02-02.csv,Milkshake,0
2025-02-02,East,Chocolate Shake,AC,18.9,Sunday,893,sales_2025-02-02.csv,Milkshake,0
2025-02-02,East,Vanilla Shake,AC,18.9,Sunday,975,sales_2025-02-02.csv,Milkshake,0
2025-02-02,East,Orange Juice,AD,18.9,Sunday,1413,sales_2025-02-02.csv,Fruit Juice,0
2025-02-02,East,Apple Juice,AD,18.9,Sunday,1275,sales_2025-02-02.csv,Fruit Juice,0
2025-02-02,East,Mango Juice,AD,18.9,Sunday,1361,sales_2025-02-02.csv,Fruit Juice,0
2025-02-02,East,Pepsi Max,AE,18.9,Sunday,1183,sales_2025-02-02.csv,Diet Drink,0
2025-02-02,East,Cola Zero,AE,18.9,Sunday,1132,sales_2025-02-02.csv,Diet Drink,0
2025-02-02,East,Sprite Zero,AE,18.9,Sunday,1016,sales_2025-02-02.csv,Diet Drink,0
2025-02-02,East,Kombucha,AF,18.9,Sunday,1074,sales_2025-02-02.csv,Functional Beverage,0
2025-02-02,East,Coconut Water,AF,18.9,Sunday,3082,sales_2025-02-02.csv,Functional Beverage,1
2025-02-02,East,Isotonic Drink,AF,18.9,Sunday,956,sales_2025-02-02.csv,Functional Beverage,0
2025-02-03,North,Coca-Cola,AA,13.2,Monday,1213,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,North,Fanta,AA,13.2,Monday,1260,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,North,Sprite,AA,13.2,Monday,1304,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,North,Pepsi,AA,13.2,Monday,1365,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,North,Golden Milk,AB,13.2,Monday,955,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,North,Almond Drink,AB,13.2,Monday,1031,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,North,Oat Latte,AB,13.2,Monday,1009,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,North,Strawberry Shake,AC,13.2,Monday,1173,sales_2025-02-03.csv,Milkshake,0
2025-02-03,North,Chocolate Shake,AC,13.2,Monday,1101,sales_2025-02-03.csv,Milkshake,0
2025-02-03,North,Vanilla Shake,AC,13.2,Monday,1070,sales_2025-02-03.csv,Milkshake,0
2025-02-03,North,Orange Juice,AD,13.2,Monday,1141,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,North,Apple Juice,AD,13.2,Monday,1165,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,North,Mango Juice,AD,13.2,Monday,1241,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,North,Pepsi Max,AE,13.2,Monday,1219,sales_2025-02-03.csv,Diet Drink,0
2025-02-03,North,Cola Zero,AE,13.2,Monday,1189,sales_2025-02-03.csv,Diet Drink,0
2025-02-03,North,Sprite Zero,AE,13.2,Monday,1128,sales_2025-02-03.csv,Diet Drink,0
2025-02-03,North,Kombucha,AF,13.2,Monday,1156,sales_2025-02-03.csv,Functional Beverage,0
2025-02-03,North,Coconut Water,AF,13.2,Monday,1136,sales_2025-02-03.csv,Functional Beverage,0
2025-02-03,North,Isotonic Drink,AF,13.2,Monday,1005,sales_2025-02-03.csv,Functional Beverage,0
2025-02-03,South,Coca-Cola,AA,20.5,Monday,1159,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,South,Fanta,AA,20.5,Monday,1239,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,South,Sprite,AA,20.5,Monday,1173,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,South,Pepsi,AA,20.5,Monday,1189,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,South,Golden Milk,AB,20.5,Monday,1010,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,South,Almond Drink,AB,20.5,Monday,1057,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,South,Oat Latte,AB,20.5,Monday,1133,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,South,Strawberry Shake,AC,20.5,Monday,1208,sales_2025-02-03.csv,Milkshake,0
2025-02-03,South,Chocolate Shake,AC,20.5,Monday,1235,sales_2025-02-03.csv,Milkshake,0
2025-02-03,South,Vanilla Shake,AC,20.5,Monday,1243,sales_2025-02-03.csv,Milkshake,0
2025-02-03,South,Orange Juice,AD,20.5,Monday,1170,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,South,Apple Juice,AD,20.5,Monday,1051,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,South,Mango Juice,AD,20.5,Monday,1019,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,South,Pepsi Max,AE,20.5,Monday,2301,sales_2025-02-03.csv,Diet Drink,1
2025-02-03,South,Cola Zero,AE,20.5,Monday,1212,sales_2025-02-03.csv,Diet Drink,0
2025-02-03,South,Sprite Zero,AE,20.5,Monday,1239,sales_2025-02-03.csv,Diet Drink,0
2025-02-03,South,Kombucha,AF,20.5,Monday,950,sales_2025-02-03.csv,Functional Beverage,0
2025-02-03,South,Coconut Water,AF,20.5,Monday,1084,sales_2025-02-03.csv,Functional Beverage,0
2025-02-03,South,Isotonic Drink,AF,20.5,Monday,977,sales_2025-02-03.csv,Functional Beverage,0
2025-02-03,East,Coca-Cola,AA,17.1,Monday,1292,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,East,Fanta,AA,17.1,Monday,1315,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,East,Sprite,AA,17.1,Monday,3376,sales_2025-02-03.csv,Carbonated Drink,1
2025-02-03,East,Pepsi,AA,17.1,Monday,1353,sales_2025-02-03.csv,Carbonated Drink,0
2025-02-03,East,Golden Milk,AB,17.1,Monday,884,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,East,Almond Drink,AB,17.1,Monday,1054,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,East,Oat Latte,AB,17.1,Monday,870,sales_2025-02-03.csv,Plant-Based Drink,0
2025-02-03,East,Strawberry Shake,AC,17.1,Monday,1101,sales_2025-02-03.csv,Milkshake,0
2025-02-03,East,Chocolate Shake,AC,17.1,Monday,1076,sales_2025-02-03.csv,Milkshake,0
2025-02-03,East,Vanilla Shake,AC,17.1,Monday,1022,sales_2025-02-03.csv,Milkshake,0
2025-02-03,East,Orange Juice,AD,17.1,Monday,1249,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,East,Apple Juice,AD,17.1,Monday,1202,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,East,Mango Juice,AD,17.1,Monday,1259,sales_2025-02-03.csv,Fruit Juice,0
2025-02-03,East,Pepsi Max,AE,17.1,Monday,1176,sales_2025-02-03.csv,Diet Drink,0
2025-02-03,East,Cola Zero,AE,17.1,Monday,1251,sales_2025-02-03.csv,Diet Drink,0
2025-02-03,East,Sprite Zero,AE,17.1,Monday,1170,sales_2025-02-03.csv,Diet Drink,0
2025-02-03,East,Kombucha,AF,17.1,Monday,1010,sales_2025-02-03.csv,Functional Beverage,0
2025-02-03,East,Coconut Water,AF,17.1,Monday,1025,sales_2025-02-03.csv,Functional Beverage,0
2025-02-03,East,Isotonic Drink,AF,17.1,Monday,1062,sales_2025-02-03.csv,Functional Beverage,0
2025-02-04,North,Coca-Cola,AA,14.3,Tuesday,1420,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,North,Fanta,AA,14.3,Tuesday,1416,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,North,Sprite,AA,14.3,Tuesday,1293,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,North,Pepsi,AA,14.3,Tuesday,1280,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,North,Golden Milk,AB,14.3,Tuesday,762,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,North,Almond Drink,AB,14.3,Tuesday,903,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,North,Oat Latte,AB,14.3,Tuesday,873,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,North,Strawberry Shake,AC,14.3,Tuesday,1060,sales_2025-02-04.csv,Milkshake,0
2025-02-04,North,Chocolate Shake,AC,14.3,Tuesday,1112,sales_2025-02-04.csv,Milkshake,0
2025-02-04,North,Vanilla Shake,AC,14.3,Tuesday,1097,sales_2025-02-04.csv,Milkshake,0
2025-02-04,North,Orange Juice,AD,14.3,Tuesday,1260,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,North,Apple Juice,AD,14.3,Tuesday,1276,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,North,Mango Juice,AD,14.3,Tuesday,1253,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,North,Pepsi Max,AE,14.3,Tuesday,1158,sales_2025-02-04.csv,Diet Drink,0
2025-02-04,North,Cola Zero,AE,14.3,Tuesday,918,sales_2025-02-04.csv,Diet Drink,1
2025-02-04,North,Sprite Zero,AE,14.3,Tuesday,1125,sales_2025-02-04.csv,Diet Drink,0
2025-02-04,North,Kombucha,AF,14.3,Tuesday,1050,sales_2025-02-04.csv,Functional Beverage,0
2025-02-04,North,Coconut Water,AF,14.3,Tuesday,1034,sales_2025-02-04.csv,Functional Beverage,0
2025-02-04,North,Isotonic Drink,AF,14.3,Tuesday,1042,sales_2025-02-04.csv,Functional Beverage,0
2025-02-04,South,Coca-Cola,AA,25.1,Tuesday,3302,sales_2025-02-04.csv,Carbonated Drink,1
2025-02-04,South,Fanta,AA,25.1,Tuesday,1580,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,South,Sprite,AA,25.1,Tuesday,1474,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,South,Pepsi,AA,25.1,Tuesday,1426,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,South,Golden Milk,AB,25.1,Tuesday,873,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,South,Almond Drink,AB,25.1,Tuesday,881,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,South,Oat Latte,AB,25.1,Tuesday,823,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,South,Strawberry Shake,AC,25.1,Tuesday,988,sales_2025-02-04.csv,Milkshake,0
2025-02-04,South,Chocolate Shake,AC,25.1,Tuesday,1015,sales_2025-02-04.csv,Milkshake,0
2025-02-04,South,Vanilla Shake,AC,25.1,Tuesday,1036,sales_2025-02-04.csv,Milkshake,0
2025-02-04,South,Orange Juice,AD,25.1,Tuesday,1375,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,South,Apple Juice,AD,25.1,Tuesday,1315,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,South,Mango Juice,AD,25.1,Tuesday,1235,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,South,Pepsi Max,AE,25.1,Tuesday,1061,sales_2025-02-04.csv,Diet Drink,0
2025-02-04,South,Cola Zero,AE,25.1,Tuesday,1221,sales_2025-02-04.csv,Diet Drink,0
2025-02-04,South,Sprite Zero,AE,25.1,Tuesday,1171,sales_2025-02-04.csv,Diet Drink,0
2025-02-04,South,Kombucha,AF,25.1,Tuesday,2032,sales_2025-02-04.csv,Functional Beverage,1
2025-02-04,South,Coconut Water,AF,25.1,Tuesday,1049,sales_2025-02-04.csv,Functional Beverage,0
2025-02-04,South,Isotonic Drink,AF,25.1,Tuesday,1103,sales_2025-02-04.csv,Functional Beverage,0
2025-02-04,East,Coca-Cola,AA,13.2,Tuesday,1033,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,East,Fanta,AA,13.2,Tuesday,1055,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,East,Sprite,AA,13.2,Tuesday,1047,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,East,Pepsi,AA,13.2,Tuesday,1139,sales_2025-02-04.csv,Carbonated Drink,0
2025-02-04,East,Golden Milk,AB,13.2,Tuesday,965,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,East,Almond Drink,AB,13.2,Tuesday,1003,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,East,Oat Latte,AB,13.2,Tuesday,968,sales_2025-02-04.csv,Plant-Based Drink,0
2025-02-04,East,Strawberry Shake,AC,13.2,Tuesday,1203,sales_2025-02-04.csv,Milkshake,0
2025-02-04,East,Chocolate Shake,AC,13.2,Tuesday,1299,sales_2025-02-04.csv,Milkshake,0
2025-02-04,East,Vanilla Shake,AC,13.2,Tuesday,1178,sales_2025-02-04.csv,Milkshake,0
2025-02-04,East,Orange Juice,AD,13.2,Tuesday,1151,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,East,Apple Juice,AD,13.2,Tuesday,1081,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,East,Mango Juice,AD,13.2,Tuesday,1103,sales_2025-02-04.csv,Fruit Juice,0
2025-02-04,East,Pepsi Max,AE,13.2,Tuesday,1249,sales_2025-02-04.csv,Diet Drink,0
2025-02-04,East,Cola Zero,AE,13.2,Tuesday,1196,sales_2025-02-04.csv,Diet Drink,0
2025-02-04,East,Sprite Zero,AE,13.2,Tuesday,1298,sales_2025-02-04.csv,Diet Drink,0
2025-02-04,East,Kombucha,AF,13.2,Tuesday,941,sales_2025-02-04.csv,Functional Beverage,0
2025-02-04,East,Coconut Water,AF,13.2,Tuesday,997,sales_2025-02-04.csv,Functional Beverage,0
2025-02-04,East,Isotonic Drink,AF,13.2,Tuesday,941,sales_2025-02-04.csv,Functional Beverage,0
2025-02-05,North,Coca-Cola,AA,14.9,Wednesday,1374,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,North,Fanta,AA,14.9,Wednesday,1371,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,North,Sprite,AA,14.9,Wednesday,1286,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,North,Pepsi,AA,14.9,Wednesday,1385,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,North,Golden Milk,AB,14.9,Wednesday,901,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,North,Almond Drink,AB,14.9,Wednesday,967,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,North,Oat Latte,AB,14.9,Wednesday,772,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,North,Strawberry Shake,AC,14.9,Wednesday,952,sales_2025-02-05.csv,Milkshake,0
2025-02-05,North,Chocolate Shake,AC,14.9,Wednesday,1080,sales_2025-02-05.csv,Milkshake,0
2025-02-05,North,Vanilla Shake,AC,14.9,Wednesday,1185,sales_2025-02-05.csv,Milkshake,0
2025-02-05,North,Orange Juice,AD,14.9,Wednesday,1344,sales_2025-02-05.csv,Fruit Juice,0
2025-02-05,North,Apple Juice,AD,14.9,Wednesday,1238,sales_2025-02-05.csv,Fruit Juice,0
2025-02-05,North,Mango Juice,AD,14.9,Wednesday,1168,sales_2025-02-05.csv,Fruit Juice,0
2025-02-05,North,Pepsi Max,AE,14.9,Wednesday,1184,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,North,Cola Zero,AE,14.9,Wednesday,1126,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,North,Sprite Zero,AE,14.9,Wednesday,1173,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,North,Kombucha,AF,14.9,Wednesday,1081,sales_2025-02-05.csv,Functional Beverage,0
2025-02-05,North,Coconut Water,AF,14.9,Wednesday,1075,sales_2025-02-05.csv,Functional Beverage,0
2025-02-05,North,Isotonic Drink,AF,14.9,Wednesday,1280,sales_2025-02-05.csv,Functional Beverage,0
2025-02-05,South,Coca-Cola,AA,23.0,Wednesday,1289,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,South,Fanta,AA,23.0,Wednesday,1291,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,South,Sprite,AA,23.0,Wednesday,1259,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,South,Pepsi,AA,23.0,Wednesday,1369,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,South,Golden Milk,AB,23.0,Wednesday,925,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,South,Almond Drink,AB,23.0,Wednesday,995,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,South,Oat Latte,AB,23.0,Wednesday,970,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,South,Strawberry Shake,AC,23.0,Wednesday,1185,sales_2025-02-05.csv,Milkshake,0
2025-02-05,South,Chocolate Shake,AC,23.0,Wednesday,1129,sales_2025-02-05.csv,Milkshake,0
2025-02-05,South,Vanilla Shake,AC,23.0,Wednesday,1015,sales_2025-02-05.csv,Milkshake,0
2025-02-05,South,Orange Juice,AD,23.0,Wednesday,1157,sales_2025-02-05.csv,Fruit Juice,0
2025-02-05,South,Apple Juice,AD,23.0,Wednesday,1349,sales_2025-02-05.csv,Fruit Juice,0
2025-02-05,South,Mango Juice,AD,23.0,Wednesday,1207,sales_2025-02-05.csv,Fruit Juice,0
2025-02-05,South,Pepsi Max,AE,23.0,Wednesday,1058,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,South,Cola Zero,AE,23.0,Wednesday,1103,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,South,Sprite Zero,AE,23.0,Wednesday,1239,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,South,Kombucha,AF,23.0,Wednesday,951,sales_2025-02-05.csv,Functional Beverage,0
2025-02-05,South,Coconut Water,AF,23.0,Wednesday,989,sales_2025-02-05.csv,Functional Beverage,0
2025-02-05,South,Isotonic Drink,AF,23.0,Wednesday,1003,sales_2025-02-05.csv,Functional Beverage,0
2025-02-05,East,Coca-Cola,AA,13.2,Wednesday,989,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,East,Fanta,AA,13.2,Wednesday,966,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,East,Sprite,AA,13.2,Wednesday,1040,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,East,Pepsi,AA,13.2,Wednesday,1047,sales_2025-02-05.csv,Carbonated Drink,0
2025-02-05,East,Golden Milk,AB,13.2,Wednesday,1016,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,East,Almond Drink,AB,13.2,Wednesday,948,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,East,Oat Latte,AB,13.2,Wednesday,1152,sales_2025-02-05.csv,Plant-Based Drink,0
2025-02-05,East,Strawberry Shake,AC,13.2,Wednesday,1197,sales_2025-02-05.csv,Milkshake,0
2025-02-05,East,Chocolate Shake,AC,13.2,Wednesday,1309,sales_2025-02-05.csv,Milkshake,0
2025-02-05,East,Vanilla Shake,AC,13.2,Wednesday,1215,sales_2025-02-05.csv,Milkshake,0
2025-02-05,East,Orange Juice,AD,13.2,Wednesday,2083,sales_2025-02-05.csv,Fruit Juice,1
2025-02-05,East,Apple Juice,AD,13.2,Wednesday,2582,sales_2025-02-05.csv,Fruit Juice,1
2025-02-05,East,Mango Juice,AD,13.2,Wednesday,1037,sales_2025-02-05.csv,Fruit Juice,0
2025-02-05,East,Pepsi Max,AE,13.2,Wednesday,1091,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,East,Cola Zero,AE,13.2,Wednesday,1275,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,East,Sprite Zero,AE,13.2,Wednesday,1357,sales_2025-02-05.csv,Diet Drink,0
2025-02-05,East,Kombucha,AF,13.2,Wednesday,984,sales_2025-02-05.csv,Functional Beverage,0
2025-02-05,East,Coconut Water,AF,13.2,Wednesday,966,sales_2025-02-05.csv,Functional Beverage,0
2025-02-05,East,Isotonic Drink,AF,13.2,Wednesday,1012,sales_2025-02-05.csv,Functional Beverage,0
2025-02-06,North,Coca-Cola,AA,16.3,Thursday,1380,sales_2025-02-06.csv,Carbonated Drink,0
2025-02-06,North,Fanta,AA,16.3,Thursday,1392,sales_2025-02-06.csv,Carbonated Drink,0
2025-02-06,North,Sprite,AA,16.3,Thursday,1481,sales_2025-02-06.csv,Carbonated Drink,0
2025-02-06,North,Pepsi,AA,16.3,Thursday,1428,sales_2025-02-06.csv,Carbonated Drink,0
2025-02-06,North,Golden Milk,AB,16.3,Thursday,973,sales_2025-02-06.csv,Plant-Based Drink,0
2025-02-06,North,Almond Drink,AB,16.3,Thursday,832,sales_2025-02-06.csv,Plant-Based Drink,0
2025-02-06,North,Oat Latte,AB,16.3,Thursday,934,sales_2025-02-06.csv,Plant-Based Drink,0
2025-02-06,North,Strawberry Shake,AC,16.3,Thursday,1009,sales_2025-02-06.csv,Milkshake,0
2025-02-06,North,Chocolate Shake,AC,16.3,Thursday,976,sales_2025-02-06.csv,Milkshake,0
2025-02-06,North,Vanilla Shake,AC,16.3,Thursday,1067,sales_2025-02-06.csv,Milkshake,0
2025-02-06,North,Orange Juice,AD,16.3,Thursday,1390,sales_2025-02-06.csv,Fruit Juice,0
2025-02-06,North,Apple Juice,AD,16.3,Thursday,1272,sales_2025-02-06.csv,Fruit Juice,0
2025-02-06,North,Mango Juice,AD,16.3,Thursday,1387,sales_2025-02-06.csv,Fruit Juice,0
2025-02-06,North,Pepsi Max,AE,16.3,Thursday,1200,sales_2025-02-06.csv,Diet Drink,0
2025-02-06,North,Cola Zero,AE,16.3,Thursday,1095,sales_2025-02-06.csv,Diet Drink,0
2025-02-06,North,Sprite Zero,AE,16.3,Thursday,1087,sales_2025-02-06.csv,Diet Drink,0
2025-02-06,North,Kombucha,AF,16.3,Thursday,1061,sales_2025-02-06.csv,Functional Beverage,0
2025-02-06,North,Coconut Water,AF,16.3,Thursday,1107,sales_2025-02-06.csv,Functional Beverage,0
2025-02-06,North,Isotonic Drink,AF,16.3,Thursday,1156,sales_2025-02-06.csv,Functional Beverage,0
2025-02-06,South,Coca-Cola,AA,20.5,Thursday,1056,sales_2025-02-06.csv,Carbonated Drink,0
2025-02-06,South,Fanta,AA,20.5,Thursday,1124,sales_2025-02-06.csv,Carbonated Drink,0
2025-02-06,South,Sprite,AA,20.5,Thursday,1053,sales_2025-02-06.csv,Carbonated Drink,0
2025-02-06,South,Pepsi,AA,20.5,Thursday,1187,sales_2025-02-06.csv,Carbonated Drink,0
2025-02-06,South,Golden Milk,AB,20.5,Thursday,995,sales_2025-02-06.csv,Plant-Based Drink,0
2025-02-06,South,Almond Drink,AB,20.5,Thursday,902,sales_2025-02-06.csv,Plant-Based Drink,0
2025-02-06,South,Oat Latte,AB,20.5,Thursday,1001,sales_2025-02-06.csv,Plant-Based Drink,0
2025-02-06,South,Strawberry Shake,AC,20.5,Thursday,1212,sales_2025-02-06.csv,Milkshake,0
